epoch,train_loss,val_loss
1,0.02982947785178376,0.009594069364319797
2,0.008033288402909507,0.006989060425112488
3,0.006290215555599282,0.005866574324230573
4,0.005567625800262117,0.005302541492220528
5,0.005242926864130371,0.005419263306993359
6,0.004884095500384629,0.0046558236295915255
7,0.004312794411024235,0.004218657540892459
8,0.0038296195519723873,0.003863305793617588
9,0.003325519700113205,0.0032782589473574174
10,0.0032445970100647243,0.0033717032779515877
11,0.002924304733354619,0.0027587753292556893
12,0.002760873259144039,0.0028045602853479317
13,0.0025733560373142946,0.0025081931555823744
14,0.002425231963562566,0.0024312346581098062
15,0.0021553846536589236,0.0023108665652797453
16,0.0022284326250222642,0.002409480842016342
17,0.0019747535157012205,0.0022832503997633697
18,0.001892584577910394,0.002231695863791696
19,0.0018089122654006467,0.0022149984263586213
20,0.001682885651419449,0.002151542826202918
21,0.0016355551131506706,0.002054271030294371
22,0.0017391886140672521,0.0021482328419380257
23,0.0014224693274083834,0.002193502596211981
24,0.001386768923416817,0.001963431984200932
25,0.001297256138238161,0.0021254789772725377
26,0.0012993527275858728,0.002039734055708781
27,0.0016351320935600547,0.002035236808216043
28,0.0011455768753134506,0.0019188487600452502
29,0.0010460616326136462,0.001867709954441916
30,0.001007498740660828,0.001916525120184227
31,0.000950513664091932,0.0018965439085380754
32,0.001040121769225589,0.0019672929929944252
33,0.0009134337680632842,0.002005701078391278
34,0.0008458781490549861,0.0018840693116332693
35,0.0009232764723502599,0.001862338133061839
36,0.0008743139026769795,0.0019899277059322964
37,0.0008735649434683127,0.0018533265110025575
38,0.0007962109011145277,0.001792043960939579
39,0.0007131525728326062,0.001795139987679957
40,0.0008583783702118395,0.0018617704620646836
41,0.0007871261572819099,0.0017627092097146457
42,0.000842763647416284,0.0018112019933878242
43,0.0007948108890234341,0.001805117890488197
44,0.0006473826835655175,0.001734916312087227
45,0.0006469551788632597,0.001967479244225825
46,0.0007718659952990503,0.0018851070125364417
47,0.0007330427205777992,0.001720256940719986
48,0.0006525362649927301,0.0017418685328973998
49,0.0005943963011497809,0.0017237589849903
50,0.0005991844864244775,0.0018083297702145842
51,0.0006057610235166575,0.0017634154499985171
52,0.0006279139936896426,0.0018024161954671616
53,0.0006573807894949432,0.0017205788484566421
54,0.0005796245084659264,0.0017100360367016162
55,0.0005552155237551258,0.0017813614605765098
56,0.0005813936663234825,0.0016499402615125106
57,0.0005548933549529181,0.0016855841898101068
58,0.0015445543276198083,0.007426644059963725
59,0.0041246079309068245,0.003624980146413678
60,0.0030130882164744357,0.002402758777064822
61,0.0018832579139339107,0.002107760139479761
62,0.0014455215448732149,0.0023259865322996006
63,0.0011101784422608643,0.0020979590571548927
64,0.0008932562155373311,0.001973117181068956
65,0.0007850048287677989,0.0020569208883953454
66,0.0007502436038241956,0.001897976790568105
