epoch,train_loss,val_loss
1,0.08772934566579718,0.04694481920775634
2,0.04213124228089881,0.0385384961207015
3,0.03698434339388789,0.035359897498755746
4,0.034040945310499414,0.0320653736815683
5,0.031282654308906484,0.030469519589480056
6,0.029827811444105384,0.029378993044092236
7,0.027692013650133622,0.02912379325428024
8,0.028482979078199612,0.02810824286966052
9,0.025758785587948793,0.02491407711560677
10,0.02397467795988368,0.025471173433465926
11,0.023465198182693405,0.023415096886396976
12,0.022571601088070336,0.024489653797114708
13,0.0215277326464986,0.022792325025976366
14,0.020099325536349633,0.022375910922223716
15,0.01980043737914975,0.022043808689562343
16,0.018922097637583422,0.022079347548696393
17,0.018256667481121404,0.023198935550101774
18,0.018339450172455616,0.023117987973329195
19,0.017788673608496203,0.022203013537047216
20,0.01645064894005906,0.021059430819801786
21,0.0161270742184956,0.02073805975814818
22,0.015787254116763284,0.020540863747831
23,0.016842567587697973,0.023729549629374652
24,0.01630023825060389,0.02086539212584779
25,0.014507376444239856,0.02027886364721175
26,0.013495285918301377,0.01978294568198324
27,0.014163154443757162,0.024757472975341907
28,0.01641060680192609,0.02036057773641002
29,0.01290165409029529,0.01974438873552105
30,0.012483893574199862,0.02002600910475628
31,0.012504942982598057,0.019325672343326068
32,0.012476250354471153,0.020758850331729643
33,0.012825716172433433,0.019505108094135103
34,0.011835163952418546,0.019420016624871788
35,0.011542737288348502,0.019155448240636835
36,0.011206013084956388,0.019432938747733785
37,0.011220528109404961,0.019262385225475496
38,0.01173889324922302,0.019161949211675466
39,0.010873214330253655,0.019319731665394385
40,0.010647440031587078,0.019089515431652736
41,0.010467075193352873,0.019860844563238216
42,0.010537741214619669,0.018756323772971113
43,0.010409817313931508,0.019016303133851185
44,0.011487554437246736,0.01910572799834793
45,0.010735433073142054,0.019222758356157083
46,0.010123428767911216,0.018985597422662325
47,0.01050238841988521,0.018626834420862177
48,0.009939951058373106,0.018550170461533566
49,0.009578953783272365,0.018789540663385163
50,0.009636701626817607,0.01822324582743097
51,0.009894284842192461,0.01848845062526489
52,0.010331046134857825,0.018502824861562194
53,0.010442449607204791,0.01893764016367554
54,0.010513914691794185,0.01846757050302535
55,0.009838491788539806,0.0184720937906515
56,0.0097919735277082,0.018409162724358157
57,0.00913760908801296,0.01878499311414177
58,0.009400769825712595,0.018519195570077647
59,0.009195496341702658,0.018292971607740443
60,0.008860797662933113,0.017910103560108012
61,0.009280755524861746,0.01824948511628077
62,0.00941730207196494,0.018770786014085904
63,0.00967034539676079,0.018302232688278103
64,0.009444754983834382,0.018186238020209806
65,0.008858519941360258,0.017986753435950083
66,0.009219012446909643,0.01870595405200015
67,0.009015480315510454,0.01831527832429118
68,0.009139548665609773,0.01880142147314813
69,0.009115316087182341,0.018068142264798023
70,0.008885172532881772,0.01791702145666309
