epoch,train_loss,val_loss
1,0.06708017978921282,0.032292896707537815
2,0.02789499975699286,0.024649300735012855
3,0.023416739577354666,0.022068426136972408
4,0.02201852528742572,0.0213462045023634
5,0.020368750414202334,0.019487100678441453
6,0.0192156688627584,0.0183075407339871
7,0.01808109709670424,0.018135943838207734
8,0.017274915822391403,0.016305553754894935
9,0.01604701600053124,0.015530583093004823
10,0.015865727220583895,0.015110088810442745
11,0.014767810715851504,0.014448395035806718
12,0.014235104461247362,0.014771467110174583
13,0.01365104012045614,0.01467245595792394
14,0.013858709265816145,0.013386957018256849
15,0.01308106523236083,0.013080511797107343
16,0.012451621551878293,0.013828795422429423
17,0.01187220993321701,0.014219854744343109
18,0.01160826388038903,0.013523531844470468
19,0.011112986205343428,0.013035723030354633
20,0.010660897743726909,0.012018234659393692
21,0.01048329861408006,0.012053385828570027
22,0.01011418412184582,0.012074464140976477
23,0.009582358653860052,0.012249098926865262
24,0.009443036489729774,0.012149567216953554
25,0.009103025555319293,0.013843308965986957
26,0.008981133676940502,0.011780858097417891
27,0.008773208482388677,0.011456285495600307
28,0.007832785738455184,0.011607349206724465
29,0.007957292103609227,0.011886296997499164
30,0.008073315467144357,0.011840386395881369
31,0.007371435647403728,0.01129698783466253
32,0.008025242586999964,0.011680349030143769
33,0.007197461015019337,0.011084349511601562
34,0.007187324949649459,0.01114750751950992
35,0.0065212720339108445,0.011116486451575288
36,0.0069028766550040446,0.011580626247081723
37,0.006698391006936907,0.010922255280845328
38,0.006697751641502427,0.010844675145110502
39,0.006358836514760828,0.011060602377019764
40,0.006758797434600871,0.011029840987205221
41,0.006941506137561532,0.011298296001936102
42,0.006069054094523025,0.010818424763042839
43,0.005777694805728157,0.010660143744749521
44,0.005806366741844562,0.010767293121317393
45,0.005505198498344954,0.010517781325829955
46,0.005683152554504699,0.011256911365312367
47,0.005532688347300171,0.010686144319830814
48,0.00555272830868733,0.010795556414701198
49,0.005635188652108834,0.010538512218017397
50,0.005596275765490432,0.010742126510916912
51,0.005606611546482787,0.010586106016192875
52,0.0055711843692515485,0.010446655197975281
53,0.005512017720800372,0.010692070233864375
54,0.005508974397440529,0.010567160934304284
55,0.00532254686464644,0.010603948826894236
56,0.005423141191791556,0.010251108413818993
57,0.005622884889221724,0.01102115329142465
58,0.006350869605806786,0.010811935961187452
59,0.005557348975630779,0.010576294348375922
60,0.005035800485242179,0.010120244498959433
61,0.004835275600679927,0.010254864358061277
62,0.004955893674313856,0.01039173320620638
63,0.004756443020913687,0.010282938145750486
64,0.00470413402888362,0.010414116015206143
65,0.004766085552956972,0.010214226034052209
66,0.004964854707681267,0.010281094370584007
67,0.004819992653422016,0.010353288706244456
68,0.004938708884672746,0.010301224952312732
69,0.004763856481802364,0.01023813655006621
70,0.005002256778885699,0.010425018880179774
